id,urls
1,https://history.laumeiersculpturepark.org
2,http://www.mondriaan.nl/en
3,https://www.artculturefestival.in/
4,http://ccrtindia.gov.in/
5,http://www.abhivyakti-hindi.org/
6,http://bharatdiscovery.org
7,http://artlog.com/
8,https://www.internationalartist.com/
9,https://art21.org/
10,https://www.artrenewal.org
11,https://2017.stateofeuropeantech.com/
12,https://disruptionmag.com/
13,https://archive.india.gov.in/business/
14,http://www.eex.dcmsme.gov.in/
15,http://hindi.webdunia.com/business
16,http://dirtexmah.gov.in/
17,https://worldbusiness.org/
18,https://www.worldbusinessculture.com/
19,https://business.sprint.com/
20,http://minimums.com
21,https://seeing-theory.brown.edu/
22,https://tour.stevens.edu/
23,http://cbse.gov.in/
24,http://edudel.gov.in
25,https://hindividya.com/
26,https://www.amarujala.com/education
27,https://academicearth.org/
28,https://www.edmentuminternational.com/
29,https://www.funbrain.com/
30,https://www.tcd.ie/
31,https://www.epicurious.com/
32,https://www.177milkstreet.com/recipes/tea-rubbed-maple-turkey
33,https://wbpds.gov.in/
34,http://mdmodisha.nic.in/
35,https://khabarlahariya.org/
36,https://www.swatirecipe.com/
37,https://www.geniuskitchen.com/
38,https://www.consumersinternational.org/
39,http://www.internationalfood4u.com/
40,https://www.foodandwine.com
41,https://dataafrica.io/
42,https://www.nasa.gov/
43,https://presidentofindia.gov.in/
44,http://legislativebodiesinindia.gov.in/
45,https://rajyasabhahindi.nic.in
46,http://mls.org.in/
47,https://www.usa.gov/
48,https://www.gov.uk/
49,http://english.gov.cn/
50,http://government.ru/en/
51,https://www.spectrumnews.org/
52,https://www.self.com/
53,https://cghs.gov.in/
54,http://www.pci.nic.in/
55,https://khabarlahariya.org/
56,https://bharatswasthya.net/
57,https://www.who.int/
58,https://www.health.com/
59,https://www.worldhealthinnovationsummit.com/
60,https://kidshealth.org/
61,https://www.starwars.com/
62,http://oscars.mpaa.org/
63,http://www.allindiaradio.gov.in
64,https://www.cfsindia.org/
65,http://kavitakosh.org/
66,https://www.bhaskar.com/bollywood
67,https://www.inoxmovies.com/
68,https://www.cartoonbrew.com/
69,http://www.bafta.org/
70,https://www.oscars.org/
71,https://www.factcheck.org/
72,https://www.pbs.org/newshour/
73,http://www.pib.nic.in/
74,http://www.newsonair.nic.in/
75,https://aajtak.intoday.in/
76,https://www.dprmp.org/
77,https://www.news18.com/
78,https://www.independent.co.uk/
79,https://in.reuters.com/
80,https://www.bbc.com
81,https://solarsystem.nasa.gov/
82,http://vis.sciencemag.org/space-graveyard/
83,http://www.kscste.kerala.gov.in/
84,https://vigyanvishwa.in/
85,https://www.vigyanspace.in/
86,https://techsandesh.com/
87,http://www.cstep.in/
88,https://www.thetech.org/
89,https://www.scienceeurope.org/
90,https://www.worldsciencefestival.com/
91,https://www.theplayerstribune.com/global
92,https://www.bleacherreport.com/
93,http://www.sportsgoodsindia.org/
94,http://sportsauthorityofindia.nic.in/
95,https://naidunia.jagran.com/sports
96,https://sportshindi.com/
97,https://www.foxsportsasia.com/
98,http://www.espn.in/
99,https://www.skysports.com
100,https://www.uefa.com
